ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand
TC075.LN,75MM MALE BULKHEAD FITTING LONG SERIES,Fittings,0.00,RM,02032025RM1174,94.7600,0.000000
TC100.0,100MM MALE BULKHEAD FITTING,Fittings,3.00,RM,02032025RM1175,415.9300,1247.790000
TOTBLRGBLK,TOTAL BLASTING TANK LARGE BLACK,CUSTOM,-5.00,RM,02032025RM568,0.0000,0.000000
TOTBMEDBLK,TOTAL BLASTING TANK MEDIUM (3000L) BLACK,CUSTOM,-42.00,RM,02032025RM569,0.0000,0.000000
TOTBSMLBLK,TOTAL BLASTING TANK SMALL BLACK,CUSTOM,0.00,RM,02032025RM570,0.0000,0.000000
TOTEBBLK,TOTE BOX BLACK,INDUSTRIAL,0.00,RM,02032025RM571,0.0000,0.000000
TRENSLBBLK,TRENSTAR SQUARE LIQUID BASE BLACK,CUSTOM,0.00,RM,02032025RM572,0.0000,0.000000
TRENSLBGR,TRENSTAR SQUARE LIQUID BASE GREY,CUSTOM,0.00,RM,02032025RM573,0.0000,0.000000
TRENSLBGRS,TRENSTAR SQUARE LIQUID BASE GREY SECONDS,SECONDS,0.00,RM,02032025RM574,0.0000,0.000000
TRENSRINGB,TRENSTAR LIQUID RING BEAM YELLOW,CUSTOM,0.00,RM,02032025RM575,0.0000,0.000000
TRIPJB,TRIPLEJACK BEIGE,TANKS VERTICAL,-23.00,RM,02032025RM576,0.0000,0.000000
TRIPJBLK,TRIPLEJACK BLACK,TANKS VERTICAL,0.00,RM,02032025RM577,0.0000,0.000000
TRIPJBO,TRIPLEJACK BRONZE OLIVE,TANKS VERTICAL,-4.00,RM,02032025RM1366,0.0000,0.000000
TRIPJCB,TRIPLEJACK COFFEE BROWN,TANKS VERTICAL,-7.00,RM,02032025RM578,0.0000,0.000000
TRIPJDG,TRIPLEJACK DARK GREEN,TANKS VERTICAL,-9.00,RM,02032025RM579,0.0000,0.000000
TRIPJGR,TRIPLEJACK GREY,TANKS VERTICAL,-37.00,RM,02032025RM580,0.0000,0.000000
TRIPJGR816,TRIPLEJACK GREY 816,TANKS VERTICAL,0.00,RM,02032025RM1455,0.0000,0.000000
TRIPJLGR817,TRIPLEJACK LIGHT GREY 817,TANKS VERTICAL,-1.00,RM,02032025RM1465,0.0000,0.000000
TRIPJMDG,TRIPLEJACK MEDIUM DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM1444,0.0000,0.000000
TRIPJSG,TRIPLEJACK SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM581,0.0000,0.000000
TRSPA,TRANSPORT BAND A,DELIVERY CHARGES,-57.00,RM,,0.0000,0.000000
TRSPB,TRANSPORT BAND B,DELIVERY CHARGES,-66.00,RM,,0.0000,0.000000
TRSPD,TRANSPORT BAND D,DELIVERY CHARGES,-39.00,RM,,0.0000,0.000000
TRUCO1A,TRUCO 1 290mm INSERT HALF,TRUCO,0.00,RM,02032025RM582,0.0000,0.000000
TRUCO1B,TRUCO 1 300MM INSERT HALF,TRUCO,0.00,RM,02032025RM583,0.0000,0.000000
TRUCO1BS,TRUCO 1 300MM INSERT HALF SECOND,SECONDS,0.00,RM,02032025RM584,0.0000,0.000000
TRUCO1C,TRUCO 1 350mm INSERT HALF,TRUCO,0.00,RM,02032025RM585,0.0000,0.000000
TRUCO1D,TRUCO 1 390mm INSERT HALF,TRUCO,0.00,RM,02032025RM586,0.0000,0.000000
TRUCO1E,TRUCO 1 400mm INSERT HALF,TRUCO,0.00,RM,02032025RM587,0.0000,0.000000
TRUCO1F,TRUCO 1 450mm INSERT HALF,TRUCO,0.00,RM,02032025RM588,0.0000,0.000000
TRUCO1FO,TRUCO 1 450mm INSERT HALF ORANGE,TRUCO,-80.00,RM,02032025RM589,0.0000,0.000000
TRUCO1G,TRUCO 1 490mm INSERT HALF,TRUCO,0.00,RM,02032025RM590,0.0000,0.000000
TRUCO1H,TRUCO 1 500mm INSERT HALF,TRUCO,0.00,RM,02032025RM591,0.0000,0.000000
TRUCO1I,TRUCO 1 567 mm INSERT HALF,TRUCO,0.00,RM,02032025RM592,0.0000,0.000000
TRUCO1J,TRUCO 1 490mm 15 mm THICK INSERT HALF,TRUCO,0.00,RM,02032025RM593,0.0000,0.000000
TRUCO1JF,TRUCO 1 640mm INSERT HALF,TRUCO,0.00,RM,02032025RM594,0.0000,0.000000
TRUCO1JO,TRUCO 1 490mm 15mm THCK INSERT HF ORANGE,TRUCO,-652.00,RM,02032025RM595,0.0000,0.000000
TRUCO1KF,TRUCO 1 580 mm INSERT HALF,TRUCO,0.00,RM,02032025RM596,0.0000,0.000000
TRUCO1LF,TRUCO 1 600 mm INSERT HALF,TRUCO,0.00,RM,02032025RM597,0.0000,0.000000
TRUCO2A,TRUCO 2 180mm INSERT HALF,TRUCO,0.00,RM,02032025RM598,0.0000,0.000000
TRUCO2B,TRUCO 2 200mm INSERT HALF,TRUCO,0.00,RM,02032025RM599,0.0000,0.000000
TRUCO2BS,TRUCO 2 200mm INSERT HALF SECOND,SECONDS,0.00,RM,02032025RM600,0.0000,0.000000
TRUCO2C,TRUCO 2 290mm INSERT HALF,TRUCO,0.00,RM,02032025RM601,0.0000,0.000000
TRUCO2D,TRUCO 2 300mm INSERT HALF,TRUCO,0.00,RM,02032025RM602,0.0000,0.000000
TRUCO2DS,TRUCO 2 300mm INSERT HALF SECOND,SECONDS,0.00,RM,02032025RM603,0.0000,0.000000
TRUCO2E,TRUCO 2 310mm INSERT HALF,TRUCO,0.00,RM,02032025RM604,0.0000,0.000000
TRUCO2F,TRUCO 2 355mm INSERT HALF,TRUCO,0.00,RM,02032025RM605,0.0000,0.000000
TRUCO3A,TRUCO 3 250mm INSERT HALF,TRUCO,0.00,RM,02032025RM606,0.0000,0.000000
TRUCO3B,TRUCO 3 390mm INSERT HALF,TRUCO,0.00,RM,02032025RM607,0.0000,0.000000
TRUCO4A,TRUCO 4 100mm INSERT HALF,TRUCO,0.00,RM,02032025RM608,0.0000,0.000000
TRUCO4AS,TRUCO 4 100mm INSERT HALF SECOND,SECONDS,0.00,RM,02032025RM609,0.0000,0.000000
TRUCO4B,TRUCO 4 150mm INSERT HALF,TRUCO,0.00,RM,02032025RM610,0.0000,0.000000
TRUCO4BS,TRUCO 4 150mm INSERT HALF SECOND,SECONDS,0.00,RM,02032025RM611,0.0000,0.000000
TRUCO4C,TRUCO 4 75mm INSERT HALF,TRUCO,0.00,RM,02032025RM612,0.0000,0.000000
TRUCO4D,TRUCO 4 160mm INSERT HALF,TRUCO,0.00,RM,02032025RM613,0.0000,0.000000
TRUCO4EF,TRUCO 4 130mm INSERT HALF FOAM FILLED,TRUCO,0.00,RM,02032025RM614,0.0000,0.000000
TRUCO5A,TRUCO 5 220mm INSERT HALF,TRUCO,0.00,RM,02032025RM615,0.0000,0.000000
TRUCO5B,TRUCO 5 350mm INSERT HALF,TRUCO,0.00,RM,02032025RM616,0.0000,0.000000
TRUCOFF,TRUCO FOAM FILLING RESICHEM,TRUCO,0.00,RM,,0.0000,0.000000
TRUCOFFP,TRUCO FOAM FILLING PELLET,TRUCO,0.00,RM,,0.0000,0.000000
TRUCOT.1050.420,TRUCO PIPE 1050 OD 420 ID ORANGE HALF,TRUCO,0.00,RM,02032025RM617,0.0000,0.000000
TRUCOT.1050.430,TRUCO PIPE 1050 OD 430 ID ORANGE HALF,TRUCO,0.00,RM,02032025RM618,0.0000,0.000000
TRUCOT.1050.450,TRUCO PIPE 1050 OD 450 ID ORANGE HALF,TRUCO,-120.00,RM,02032025RM1277,0.0000,0.000000
TRUCOT.1050.480,TRUCO PIPE 1050OD 480ID 15MM ORANGE HALF,TRUCO,0.00,RM,02032025RM619,0.0000,0.000000
TRUCOT.1050.490,TRUCO PIPE 1050OD 490ID 15MM ORANGE HALF,TRUCO,0.00,RM,02032025RM620,0.0000,0.000000
TRUCOT.1050.500,TRUCO PIPE 1050 OD 500 ID ORANGE HALF,TRUCO,0.00,RM,02032025RM621,0.0000,0.000000
TRUCOT.1050.560,TRUCO PIPE 1050 OD 560 ID ORANGE HALF,TRUCO,-40.00,RM,02032025RM1385,0.0000,0.000000
TRUCOT.400.110,TRUCO PIPE 400 OD 110 ID ORANGE HALF,TRUCO,-20.00,RM,02032025RM1350,0.0000,0.000000
TRUCOT.400.90,TRUCO PIPE 400 OD 90 ID ORANGE HALF,TRUCO,-16.00,RM,02032025RM1421,0.0000,0.000000
TRUCOT.605.110,TRUCO PIPE 605 OD 110 ID ORANGE HALF,TRUCO,-24.00,RM,02032025RM1319,0.0000,0.000000
TRUCOT.605.140,TRUCO PIPE 605 OD 140 ID ORANGE HALF,TRUCO,-40.00,RM,02032025RM1364,0.0000,0.000000
TRUCOT.605.160,TRUCO PIPE 605 OD 160 ID ORANGE HALF,TRUCO,-493.00,RM,02032025RM622,0.0000,0.000000
TRUCOT.605.180,TRUCO PIPE 605 OD 180 ID ORANGE HALF,TRUCO,-32.00,RM,02032025RM623,0.0000,0.000000
TRUCOT.605.200,TRUCO PIPE 605 OD 200 ID ORANGE HALF,TRUCO,-296.00,RM,02032025RM624,0.0000,0.000000
TRUCOT.605.225,TRUCO PIPE 605 OD 225 ID ORANGE HALF,TRUCO,0.00,RM,02032025RM1347,0.0000,0.000000
TRUCOT.820.225,TRUCO PIPE 820 OD 225 ID ORANGE HALF,TRUCO,-238.00,RM,02032025RM625,0.0000,0.000000
TRUCOT.820.250,TRUCO PIPE 820 OD 250 ID ORANGE HALF,TRUCO,-226.00,RM,02032025RM626,0.0000,0.000000
TRUCOT.820.280,TRUCO PIPE 820 OD 280 ID ORANGE HALF,TRUCO,-344.00,RM,02032025RM627,0.0000,0.000000
TRUCOT.820.310,TRUCO PIPE 820 OD 310 ID ORANGE HALF,TRUCO,-52.00,RM,02032025RM628,0.0000,0.000000
TRUCOT.820.355,TRUCO PIPE 820 OD 355 ID ORANGE HALF,TRUCO,-242.00,RM,02032025RM1303,0.0000,0.000000
TRUCOT.820.400,TRUCO PIPE 820 OD 400 ID ORANGE HALF,TRUCO,-210.00,RM,02032025RM629,0.0000,0.000000
TRUCOT400.60,TRUCO PIPE 400 OD 60 ID ORANGE HALF,TRUCO,-10.00,RM,02032025RM1445,0.0000,0.000000
TSITELE,TSI COMMUNICATIONS TELEBOOTH ORANGE,CUSTOM,0.00,RM,02032025RM630,556.0000,0.000000
TSW.015.BSP.W,15MM TORNADO SPINWELD FITTING WHITE,Fittings,0.00,RM,02032025RM1176,8.4500,0.000000
TSW.015.SG,SPINWELD 15MM TORNADO SPLASH GUARD,Fittings,0.00,RM,02032025RM1177,4.1600,0.000000
TSW.020.BSP.W,20MM TORNADO SPINWELD SPINWELD FITTING WHITE,Fittings,0.00,RM,02032025RM1178,9.5200,0.000000
TSW.02025.SG,SPINWELD 20/25MM TORNADO SPLASH GUARD,Fittings,0.00,RM,02032025RM1179,4.1600,0.000000
TSW.025.BSP.W,25MM TORNADO SPINWELD FITTING WHITE,Fittings,0.00,RM,02032025RM1180,9.5200,0.000000
TSW.032.BSP.W,32MM TORNADO SPINWELD FITTING WHITE,Fittings,0.00,RM,02032025RM1181,10.4900,0.000000
TSW.032.SG,SPINWELD 32MM TORNADO SPLASH GUARD,Fittings,0.00,RM,02032025RM1182,5.6200,0.000000
TSW.040.BSP.W,40MM TORNADO SPINWELD FITTING WHITE,Fittings,0.00,RM,02032025RM1183,11.3400,0.000000
TSW.040.SG,SPINWELD 40MM TORNADO SPLASH GUARD,Fittings,0.00,RM,02032025RM1184,5.6200,0.000000
TSW.050.BSP.W,50MM TORNADO SPINWELD FITTING WHITE,Fittings,0.00,RM,02032025RM1185,14.7700,0.000000
TSW.050.LS.BT.W,50MM TORNADO SPINWELD FITTING L.S WHITE,Fittings,0.00,RM,02032025RM1186,43.9300,0.000000
TSW.050.SG,SPINWELD 50MM TORNADO SPLASH GUARD,Fittings,0.00,RM,02032025RM1187,5.6200,0.000000
TUBER,FULLY TUBULAR RIVERTS 8 X 15 (FERULES),Fittings,0.00,RM,02032025RM1188,0.0000,0.000000
UJWFN,UJ WATER FILTER NATURAL WITH GREEN PIGMENT,CUSTOM,0.00,RM,02032025RM1340,0.0000,0.000000
USPARCTICGR816,URBAN SLIM ELECTRIC PUMP COVER GREY 816,URBAN WATER,-114.00,RM,02032025RM631,0.0000,0.000000
USPARCTICGREY,URBAN SLIM ELECTRIC PUMP COVER ARTIC GRE,URBAN WATER,-1.00,RM,02032025RM632,0.0000,0.000000
USPCB,URBAN SLIM ELECTRIC PUMP COVER COFFEE BR,URBAN WATER,-32.00,RM,02032025RM633,0.0000,0.000000
USPDG,URBAN SLIM ELECTRIC PUMP COVER DARK GRN,URBAN WATER,-111.00,RM,02032025RM634,0.0000,0.000000
USPMOCHA,URBAN SLIM ELECTRIC PUMP COVER MOCHA,URBAN WATER,0.00,RM,02032025RM635,0.0000,0.000000
USPNB,URBAN SLIM ELECTRIC PUMP COVER NEL BEIGE,URBAN WATER,-122.00,RM,02032025RM1267,0.0000,0.000000
USPSAVANNAH,URBAN SLIM ELECTRIC PUMP COVER SAVANNAH,URBAN WATER,0.00,RM,02032025RM636,0.0000,0.000000
V0.1WBL,VERTICAL 100LT WATER TANK BLUE,URBAN WATER,-11.00,RM,02032025RM1405,0.0000,0.000000
V0.1WDG,VERTICAL 100LT WATER TANK DARK GREEN,URBAN WATER,-14.00,RM,02032025RM1406,0.0000,0.000000
V0.1WN,VERTICAL 100LT WATER TANK NATURAL,URBAN WATER,-2.00,RM,02032025RM1458,0.0000,0.000000
V0.25EH,VERTICAL 250LT EXTRA HEAVY RED,TANKS VERTICAL,-1.00,RM,02032025RM637,0.0000,0.000000
V0.25EHBL,VERTICAL 250LT EXTRA HEAVY BLUE,TANKS VERTICAL,-1.00,RM,02032025RM638,0.0000,0.000000
V0.25EHBLK,VERTICAL 250LT EXTRA HEAVY BLACK,TANKS VERTICAL,-1.00,RM,02032025RM639,0.0000,0.000000
V0.25EHSSG,VERTICAL 250LT E/HEAVY SECOND SAGE GREEN,SECONDS,0.00,RM,02032025RM640,0.0000,0.000000
V0.25HBL,VERTICAL 250LT HEAVY BLUE,TANKS VERTICAL,-1.00,RM,02032025RM641,0.0000,0.000000
V0.25HDG,VERTICAL 250LT HEAVY DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM642,0.0000,0.000000
V0.25HN,VERTICAL 250LT HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM643,0.0000,0.000000
V0.25HR,VERTICAL 250LT HEAVY RED,TANKS VERTICAL,-1.00,RM,02032025RM644,0.0000,0.000000
V0.25HSG,VERTICAL 250LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM645,0.0000,0.000000
V0.25HY,VERTICAL 250LT HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM646,0.0000,0.000000
V0.25MN,VERTICAL 250LT MEDIUM NATURAL,TANKS VERTICAL,-4.00,RM,02032025RM647,0.0000,0.000000
V0.25MS,VERTICAL 250LT MEDIUM SECONDS YELLOW,SECONDS,0.00,RM,02032025RM648,0.0000,0.000000
V0.25MY,VERTICAL 250LT MEDIUM YELLOW,TANKS VERTICAL,0.00,RM,02032025RM649,0.0000,0.000000
V0.25WB,VERTICAL 250LT WATER BEIGE,TANKS VERTICAL,-4.00,RM,02032025RM650,0.0000,0.000000
V0.25WBG,VERTICAL 250LT WATER BIRCH GREY,TANKS VERTICAL,-1.00,RM,02032025RM651,0.0000,0.000000
V0.25WBL,VERTICAL 250LT WATER BLUE,TANKS VERTICAL,-40.00,RM,02032025RM652,0.0000,0.000000
V0.25WBLK,VERTICAL 250LT WATER BLACK,TANKS VERTICAL,0.00,RM,02032025RM653,0.0000,0.000000
V0.25WCB,VERTICAL 250LT WATER COFFEE BROWN,TANKS VERTICAL,-3.00,RM,02032025RM654,0.0000,0.000000
V0.25WDG,VERTICAL 250LT WATER DARK GREEN,TANKS VERTICAL,-109.00,RM,02032025RM655,0.0000,0.000000
V0.25WGR,VERTICAL 250 WATER GREY 816,TANKS VERTICAL,-1.00,RM,02032025RM1317,0.0000,0.000000
V0.25WJDG,VERTICAL 250LT WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM656,0.0000,0.000000
V0.25WN,VERTICAL 250LT WATER NATURAL,TANKS VERTICAL,-2.00,RM,02032025RM657,0.0000,0.000000
V0.25WP,VERTICAL 250 WATER PINK,TANKS VERTICAL,-6.00,RM,02032025RM1316,0.0000,0.000000
V0.25WPB,VERTICAL 250LT WATER PATH BLUE,TANKS VERTICAL,0.00,RM,02032025RM658,0.0000,0.000000
V0.25WR,VERTICAL 250LT WATER RED,TANKS VERTICAL,0.00,RM,02032025RM1276,0.0000,0.000000
V0.25WSG,VERTICAL 250LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM659,0.0000,0.000000
V0.25WSGS,VERTICAL 250LT WATER SAGE GREEN SECONDS,SECONDS,0.00,RM,02032025RM660,0.0000,0.000000
V0.25WY,VERTICAL 250LT WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM661,0.0000,0.000000
V0.25WYS,VERTICAL 250LT WATER YELLOW SECONDS,SECONDS,0.00,RM,02032025RM662,0.0000,0.000000
V0.5EHBL,VERTICAL 500LT EXTRA HEAVY BLUE,TANKS VERTICAL,-1.00,RM,02032025RM663,0.0000,0.000000
V0.5EHBLK,VERTICAL 500LT EXTRA HEAVY BLACK,TANKS VERTICAL,-2.00,RM,02032025RM664,0.0000,0.000000
V0.5EHCB,VERTICAL 500LT EXTRA HEAVY COFFEE BROWN,TANKS VERTICAL,-4.00,RM,02032025RM1383,0.0000,0.000000
V0.5EHDG,VERTICAL 500LT EXTRA HEAVY DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM665,0.0000,0.000000
V0.5EHN,VERTICAL 500LT EXTRA HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM666,0.0000,0.000000
V0.5EHR,VERTICAL 500LT EXTRA HEAVY RED,TANKS VERTICAL,-1.00,RM,02032025RM667,0.0000,0.000000
V0.5EHSG,VERTICAL 500LT EXTRA HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM668,0.0000,0.000000
V0.5EHY,VERTICAL 500LT EXTRA HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM669,0.0000,0.000000
V0.5HBL,VERTICAL 500LT HEAVY BLUE,TANKS VERTICAL,-2.00,RM,02032025RM670,0.0000,0.000000
V0.5HBLK,VERTICAL 500LT HEAVY BLACK,TANKS VERTICAL,-1.00,RM,02032025RM671,0.0000,0.000000
V0.5HCB,VERTICAL 500LT HEAVY COFFEE BROWN,TANKS VERTICAL,-1.00,RM,02032025RM672,0.0000,0.000000
V0.5HDG,VERTICAL 500LT HEAVY DARK GREEN,TANKS VERTICAL,-1.00,RM,02032025RM673,0.0000,0.000000
V0.5HGR,VERTICAL 500LT HEAVY GREY,TANKS VERTICAL,0.00,RM,02032025RM674,0.0000,0.000000
V0.5HN,VERTICAL 500LT HEAVY NATURAL,TANKS VERTICAL,-13.00,RM,02032025RM675,0.0000,0.000000
V0.5HR,VERTICAL 500LT HEAVY RED,TANKS VERTICAL,-1.00,RM,02032025RM676,0.0000,0.000000
V0.5HSG,VERTICAL 500LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM677,0.0000,0.000000
V0.5HSY,VERTICAL 500LT HEAVY SECONDS YELLOW,SECONDS,0.00,RM,02032025RM678,0.0000,0.000000
V0.5HY,VERTICAL 500LT HEAVY YELLOW,TANKS VERTICAL,-1.00,RM,02032025RM679,0.0000,0.000000
V0.5MCB,VERTICAL 500LT MEDIUM COFFEE BROWN,TANKS VERTICAL,0.00,RM,02032025RM680,0.0000,0.000000
V0.5MN,VERTICAL 500LT MEDIUM NATURAL,TANKS VERTICAL,-22.00,RM,02032025RM681,0.0000,0.000000
V0.5MS,VERTICAL 500LT MEDIUM SECONDS,SECONDS,0.00,RM,02032025RM682,0.0000,0.000000
V0.5MSG,VERTICAL 500L MEDIUM SAGE GREEN,TANKS VERTICAL,-1.00,RM,02032025RM1332,0.0000,0.000000
V0.5WB,VERTICAL 500LT WATER BEIGE,TANKS VERTICAL,-4.00,RM,02032025RM683,0.0000,0.000000
V0.5WBL,VERTICAL 500LT WATER BLUE,TANKS VERTICAL,-2.00,RM,02032025RM684,0.0000,0.000000
V0.5WBLKS,VERTICAL 500LT WATER BLACK SECONDS,SECONDS,0.00,RM,02032025RM685,0.0000,0.000000
V0.5WCB,VERTICAL 500LT WATER COFFEE BROWN,TANKS VERTICAL,-31.00,RM,02032025RM686,0.0000,0.000000
V0.5WDG,VERTICAL 500LT WATER DARK GREEN 7424,TANKS VERTICAL,-101.00,RM,02032025RM687,0.0000,0.000000
V0.5WGR,VERTICAL 500LT WATER GREY,TANKS VERTICAL,0.00,RM,02032025RM688,0.0000,0.000000
V0.5WHK,VERTICAL 500LT WATER HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM689,0.0000,0.000000
V0.5WN,VERTICAL 500LT WATER NATURAL,TANKS VERTICAL,-14.00,RM,02032025RM690,0.0000,0.000000
V0.5WSB,VERTICAL 500LT WATER SECONDS BEIGE,SECONDS,0.00,RM,02032025RM691,0.0000,0.000000
V0.5WSG,VERTICAL 500LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM692,0.0000,0.000000
V0.5WSGS,VERTICAL 500LT WATER SAGE GREEN SECONDS,SECONDS,0.00,RM,02032025RM693,0.0000,0.000000
V1.0EHBL,VERTICAL 1000LT EXTRA HEAVY BLUE,TANKS VERTICAL,-1.00,RM,02032025RM1429,0.0000,0.000000
V1.0EHBLK,VERTICAL 1000LT EXTRA HEAVY BLACK,TANKS VERTICAL,0.00,RM,02032025RM694,0.0000,0.000000
V1.0EHN,VERTICAL 1000LT EXTRA HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM695,0.0000,0.000000
V1.0EHR,VERTICAL 1000LT EXTRA HEAVY RED,TANKS VERTICAL,-1.00,RM,02032025RM1428,0.0000,0.000000
V1.0HBL,VERTICAL 1000LT HEAVY BLUE,TANKS VERTICAL,-2.00,RM,02032025RM696,0.0000,0.000000
V1.0HBLK,VERTICAL 1000LT HEAVY BLACK,TANKS VERTICAL,-1.00,RM,02032025RM697,0.0000,0.000000
V1.0HDG,VERTICAL 1000LT HEAVY DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM698,0.0000,0.000000
V1.0HN,VERTICAL 1000LT HEAVY NATURAL,TANKS VERTICAL,-27.00,RM,02032025RM699,0.0000,0.000000
V1.0HR,VERTICAL 1000LT HEAVY RED,TANKS VERTICAL,0.00,RM,02032025RM700,0.0000,0.000000
V1.0HS,VERTICAL 1000LT HEAVY SECOND,SECONDS,0.00,RM,02032025RM701,0.0000,0.000000
V1.0HSG,VERTICAL 1000LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM702,0.0000,0.000000
V1.0HY,VERTICAL 1000LT HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM703,0.0000,0.000000
V1.0MBL,VERTICAL 1000LT MEDIUM BLUE,TANKS VERTICAL,0.00,RM,02032025RM704,0.0000,0.000000
V1.0MBLK,VERTICAL 1000LT MEDIUM BLACK,TANKS VERTICAL,0.00,RM,02032025RM705,0.0000,0.000000
V1.0MCB,VERTICAL 1000LT MEDIUM COFFEE BROWN,TANKS VERTICAL,-1.00,RM,02032025RM1387,0.0000,0.000000
V1.0MDG,VERTICAL 1000LT MEDIUM DARK GREEN,TANKS VERTICAL,-7.00,RM,02032025RM706,0.0000,0.000000
V1.0MN,VERTICAL 1000LT MEDIUM NATURAL,TANKS VERTICAL,-40.00,RM,02032025RM707,0.0000,0.000000
V1.0MNS,VERTICAL 1000LT MEDIUM SECONDS NATURAL,SECONDS,0.00,RM,02032025RM708,0.0000,0.000000
V1.0MSBLK,VERTICAL 1000LT MEDIUM SECONDS BLACK,SECONDS,0.00,RM,02032025RM709,0.0000,0.000000
V1.0MSG,VERTICAL 1000LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM710,0.0000,0.000000
V1.0MSSG,VERTICAL 1000LT MEDIUM SECOND SAGE GREEN,SECONDS,0.00,RM,02032025RM711,0.0000,0.000000
V1.0WB,VERTICAL 1000LT WATER BEIGE,TANKS VERTICAL,-41.00,RM,02032025RM712,0.0000,0.000000
V1.0WBL,VERTICAL 1000LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM713,0.0000,0.000000
V1.0WBLK,VERTICAL 1000LT WATER BLACK,TANKS VERTICAL,0.00,RM,02032025RM714,0.0000,0.000000
V1.0WBO,VERTICAL 1000LT WATER BRONZE OLIVE,TANKS VERTICAL,0.00,RM,02032025RM1443,0.0000,0.000000
V1.0WCB,VERTICAL 1000LT WATER COFFEE BROWN,TANKS VERTICAL,-38.00,RM,02032025RM715,0.0000,0.000000
V1.0WDG,VERTICAL 1000LT WATER DARK GREEN,TANKS VERTICAL,-653.00,RM,02032025RM716,0.0000,0.000000
V1.0WDGR,VERTICAL 1000LT WATER DARK GREY,TANKS VERTICAL,0.00,RM,02032025RM717,0.0000,0.000000
V1.0WDGS,VERTICAL 1000LT WATER SECONDS DARK GREEN,SECONDS,-1.00,RM,02032025RM718,0.0000,0.000000
V1.0WGR,VERTICAL 1000LT WATER GREY,TANKS VERTICAL,-10.00,RM,02032025RM719,0.0000,0.000000
V1.0WJDG,VERTICAL 1000LT WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM720,0.0000,0.000000
V1.0WN,VERTICAL 1000LT WATER NATURAL,TANKS VERTICAL,0.00,RM,02032025RM721,0.0000,0.000000
V1.0WR,VERTICAL 1000LT WATER RED,TANKS VERTICAL,0.00,RM,02032025RM722,0.0000,0.000000
V1.0WSB,VERTICAL 1000LT WATER SECONDS BEIGE,SECONDS,0.00,RM,02032025RM723,0.0000,0.000000
V1.0WSBL,VERTICAL 1000LT WATER SECONDS BLUE,SECONDS,0.00,RM,02032025RM724,0.0000,0.000000
V1.0WSCB,VERTICAL 1000LT WATER SECONDS COFFEE BRN,SECONDS,0.00,RM,02032025RM725,0.0000,0.000000
V1.0WSG,VERTICAL 1000LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM726,0.0000,0.000000
V1.0WSJDG,VERTICAL 1000LT WATER SECONDS J/D GREEN,SECONDS,0.00,RM,02032025RM727,0.0000,0.000000
V1.0WSSG,VERTICAL 1000LT WATER SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM728,0.0000,0.000000
V1.0WSY,VERTICAL 1000LT WATER SECONDS YELLOW,SECONDS,0.00,RM,02032025RM729,0.0000,0.000000
V1.0WW,VERTICAL 1000L WATER WHITE,TANKS VERTICAL,-2.00,RM,02032025RM1400,0.0000,0.000000
V1.0WY,VERTICAL 1000LT WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM730,0.0000,0.000000
V1.5EHBL,VERTICAL 1500LT EXTRA HEAVY BLUE,TANKS VERTICAL,-3.00,RM,02032025RM1431,0.0000,0.000000
V1.5EHBLK,VERTICAL 1500LT EXTRA HEAVY BLACK,TANKS VERTICAL,-6.00,RM,02032025RM731,0.0000,0.000000
V1.5EHR,VERTICAL 1500LT EXTRA HEAVY RED,TANKS VERTICAL,-3.00,RM,02032025RM1430,0.0000,0.000000
V1.5EHSG,VERTICAL 1500LT EXTRA HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM732,0.0000,0.000000
