ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
P1918,Mixed Pallet,NAD,1,V009,29042025V0092506,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1919,Mixed Pallet,NAD,1,V008,29042025V0082507,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1920,Mixed Pallet,NAD,1,V008,29042025V0082508,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1921,Mixed Pallet,NAD,1,V011,29042025V0112509,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1922,Mixed Pallet,NAD,1,V008,29042025V0082510,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1923,Mixed Pallet,NAD,1,V009,29042025V0092511,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1924,Mixed Pallet,NAD,1,V008,29042025V0082512,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1925,Mixed Pallet,NAD,1,L009,29042025L0092513,0.0000,0.0000,L009,,,0.00,0.00,0.00
P1926,Mixed Pallet,NAD,1,L030,29042025L0302514,0.0000,0.0000,L030,,,0.00,0.00,0.00
P1927,Mixed Pallet,NAD,1,K015,29042025K0152515,0.0000,0.0000,K015,,,0.00,0.00,0.00
P1928,Mixed Pallet,NAD,1,I003,29042025I0032516,0.0000,0.0000,I003,,,0.00,0.00,0.00
P1929,Mixed Pallet,NAD,1,J031,29042025J0312517,0.0000,0.0000,J031,,,0.00,0.00,0.00
P1930,Mixed Pallet,NAD,1,L001,29042025L0012518,0.0000,0.0000,L001,,,0.00,0.00,0.00
P1931,Mixed Pallet,NAD,1,J028,29042025J0282519,0.0000,0.0000,J028,,,0.00,0.00,0.00
P1932,Mixed Pallet,NAD,1,J018,29042025J0182520,0.0000,0.0000,J018,,,0.00,0.00,0.00
P1933,Mixed Pallet,NAD,1,J013,29042025J0132521,0.0000,0.0000,J013,,,0.00,0.00,0.00
P1934,Mixed Pallet,NAD,1,J003,29042025J0032522,0.0000,0.0000,J003,,,0.00,0.00,0.00
P1935,Mixed Pallet,NAD,1,J009,29042025J0092523,0.0000,0.0000,J009,,,0.00,0.00,0.00
P1936,Mixed Pallet,NAD,1,J001,29042025J0012524,0.0000,0.0000,J001,,,0.00,0.00,0.00
P1937,Mixed Pallet,NAD,1,J006,29042025J0062525,0.0000,0.0000,J006,,,0.00,0.00,0.00
P1938,Mixed Pallet,NAD,1,M019,29042025M0192526,0.0000,0.0000,M019,,,0.00,0.00,0.00
P1939,Mixed Pallet,NAD,1,M037,29042025M0372527,0.0000,0.0000,M037,,,0.00,0.00,0.00
P1940,Mixed Pallet,NAD,1,M022,29042025M0222528,0.0000,0.0000,M022,,,0.00,0.00,0.00
P1941,Mixed Pallet,NAD,1,M021,29042025M0212529,0.0000,0.0000,M021,,,0.00,0.00,0.00
P1942,Mixed Pallet,NAD,1,M027,29042025M0272530,0.0000,0.0000,M027,,,0.00,0.00,0.00
P1943,Mixed Pallet,NAD,1,M030,29042025M0302531,0.0000,0.0000,M030,,,0.00,0.00,0.00
P1944,Mixed Pallet,NAD,1,M031,29042025M0312532,0.0000,0.0000,M031,,,0.00,0.00,0.00
P1945,Mixed Pallet,NAD,1,M036,29042025M0362533,0.0000,0.0000,M036,,,0.00,0.00,0.00
P1946,Mixed Pallet,NAD,1,K006,29042025K0062534,0.0000,0.0000,K006,,,0.00,0.00,0.00
P1947,Mixed Pallet,NAD,1,V011,29042025V0112551,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1948,Mixed Pallet,NAD,1,V011,29042025V0112549,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1949,Mixed Pallet,NAD,1,V011,29042025V0112547,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1950,Mixed Pallet,NAD,1,V011,29042025V0112552,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1951,Mixed Pallet,NAD,1,V011,29042025V0112550,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1952,Mixed Pallet,NAD,1,V011,29042025V0112548,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1953,Mixed Pallet,NAD,1,L301,29042025L3012554,0.0000,0.0000,L301,,,0.00,0.00,0.00
P1954,Mixed Pallet,NAD,1,M028,29042025M0282561,0.0000,0.0000,M028,,,0.00,0.00,0.00
P1955,Mixed Pallet,NAD,1,L313,29042025L3132555,0.0000,0.0000,L313,,,0.00,0.00,0.00
P1956,Mixed Pallet,NAD,1,M333,29042025M3332562,0.0000,0.0000,M333,,,0.00,0.00,0.00
P1957,Mixed Pallet,NAD,1,M310,29042025M3102559,0.0000,0.0000,M310,,,0.00,0.00,0.00
P1959,Mixed Pallet,NAD,1,K327,29042025K3272556,0.0000,0.0000,K327,,,0.00,0.00,0.00
P1960,Mixed Pallet,NAD,1,K328,29042025K3282558,0.0000,0.0000,K328,,,0.00,0.00,0.00
P1961,Mixed Pallet,NAD,1,K325,29042025K3252553,0.0000,0.0000,K325,,,0.00,0.00,0.00
P1962,Mixed Pallet,NAD,1,M337,29042025M3372557,0.0000,0.0000,M337,,,0.00,0.00,0.00
P1963,Mixed Pallet,NAD,1,V012,29042025V0122535,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1964,Mixed Pallet,NAD,1,V012,29042025V0122536,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1965,Mixed Pallet,NAD,1,V012,29042025V0122537,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1966,Mixed Pallet,NAD,1,V012,29042025V0122538,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1967,Mixed Pallet,NAD,1,V012,29042025V0122539,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1968,Mixed Pallet,NAD,1,V011,29042025V0112540,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1969,Mixed Pallet,NAD,1,V012,29042025V0122541,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1970,Mixed Pallet,NAD,1,V012,29042025V0122542,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1971,Mixed Pallet,NAD,1,V012,29042025V0122543,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1972,Mixed Pallet,NAD,1,V012,29042025V0122544,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1973,Mixed Pallet,NAD,1,V012,29042025V0122545,0.0000,0.0000,V012,,,0.00,0.00,0.00
P1974,Mixed Pallet,NAD,1,V011,29042025V0112546,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1975,Mixed Pallet,NAD,1,V008,29042025V0082623,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1976,Mixed Pallet,NAD,1,V009,29042025V0092628,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1977,Mixed Pallet,NAD,1,V009,29042025V0092629,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1978,Mixed Pallet,NAD,1,V009,29042025V0092626,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1979,Mixed Pallet,NAD,1,V009,29042025V0092631,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1980,Mixed Pallet,Trendcorp,1,V009,29042025V0092633,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1981,Mixed Pallet,NAD,1,V009,29042025V0092630,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1982,Mixed Pallet,NAD,1,V009,29042025V0092627,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1983,Mixed Pallet,NAD,1,V008,29042025V0082625,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1984,Mixed Pallet,NAD,1,V009,29042025V0092632,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1985,Mixed Pallet,NAD,1,V009,29042025V0092634,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1986,Mixed Pallet,NAD,1,V008,29042025V0082624,0.0000,0.0000,V008,,,0.00,0.00,0.00
P1987,Mixed Pallet,NAD,1,M321,29042025M3212560,0.0000,0.0000,M321,,,0.00,0.00,0.00
P20,Mixed Pallet,NAD,1,M237,29042025M2371358,0.0000,0.0000,M237,,,0.00,0.00,0.00
P21,Mixed Pallet,NAD,1,L219,29042025L2191359,0.0000,0.0000,L219,,,0.00,0.00,0.00
P23,Mixed Pallet,NAD,1,L212,29042025L2121360,0.0000,0.0000,L212,,,0.00,0.00,0.00
P234,Mixed Pallet,NAD,1,L137,29042025L1371400,0.0000,0.0000,L137,,,0.00,0.00,0.00
P24,Mixed Pallet,NAD,1,L230,29042025L2301361,0.0000,0.0000,L230,,,0.00,0.00,0.00
P25,Mixed Pallet,NAD,1,L228,29042025L2281362,0.0000,0.0000,L228,,,0.00,0.00,0.00
P26,Mixed Pallet,NAD,1,M236,29042025M2361363,0.0000,0.0000,M236,,,0.00,0.00,0.00
P265,Mixed Pallet,NAD,1,L216,29042025L2161364,0.0000,0.0000,L216,,,0.00,0.00,0.00
P267,Mixed Pallet,NAD,1,M231,29042025M2311365,0.0000,0.0000,M231,,,0.00,0.00,0.00
P27,Mixed Pallet,NAD,1,L115,29042025L1151366,0.0000,0.0000,L115,,,0.00,0.00,0.00
P272,Mixed Pallet,NAD,1,L210,29042025L2101367,0.0000,0.0000,L210,,,0.00,0.00,0.00
P273,Mixed Pallet,NAD,1,L303,29042025L3031368,0.0000,0.0000,L303,,,0.00,0.00,0.00
P275,Mixed Pallet,NAD,1,M316,29042025M3161369,0.0000,0.0000,M316,,,0.00,0.00,0.00
P276,Mixed Pallet,NAD,1,M103,29042025M1031370,0.0000,0.0000,M103,,,0.00,0.00,0.00
P277,Mixed Pallet,NAD,1,M124,29042025M1241371,0.0000,0.0000,M124,,,0.00,0.00,0.00
P279,Mixed Pallet,NAD,1,M315,29042025M3151372,0.0000,0.0000,M315,,,0.00,0.00,0.00
P280,Mixed Pallet,NAD,1,L139,29042025L1391373,0.0000,0.0000,L139,,,0.00,0.00,0.00
P281,Mixed Pallet,NAD,1,M122,29042025M1221374,0.0000,0.0000,M122,,,0.00,0.00,0.00
P282,Mixed Pallet,NAD,1,L119,29042025L1191375,0.0000,0.0000,L119,,,0.00,0.00,0.00
P31,Mixed Pallet,NAD,1,L224,29042025L2241376,0.0000,0.0000,L224,,,0.00,0.00,0.00
P345,Mixed Pallet,NAD,1,L209,29042025L2091377,0.0000,0.0000,L209,,,0.00,0.00,0.00
P346,Mixed Pallet,NAD,1,M239,29042025M2391378,0.0000,0.0000,M239,,,0.00,0.00,0.00
P35,Mixed Pallet,NAD,1,L118,29042025L1181379,0.0000,0.0000,L118,,,0.00,0.00,0.00
P36,Mixed Pallet,NAD,1,M233,29042025M2331380,0.0000,0.0000,M233,,,0.00,0.00,0.00
P37,Mixed Pallet,NAD,1,L107,29042025L1071381,0.0000,0.0000,L107,,,0.00,0.00,0.00
P39,Mixed Pallet,NAD,1,M212,29042025M2121382,0.0000,0.0000,M212,,,0.00,0.00,0.00
P40,Mixed Pallet,NAD,1,L106,29042025L1061383,0.0000,0.0000,L106,,,0.00,0.00,0.00
P41,Mixed Pallet,NAD,1,L237,29042025L2371384,0.0000,0.0000,L237,,,0.00,0.00,0.00
P411,Mixed Pallet,NAD,1,M118,29042025M1181385,0.0000,0.0000,M118,,,0.00,0.00,0.00
P43,Mixed Pallet,NAD,1,L331,29042025L3311386,0.0000,0.0000,L331,,,0.00,0.00,0.00
P44,Mixed Pallet,NAD,1,M134,29042025M1341387,0.0000,0.0000,M134,,,0.00,0.00,0.00
P46,Mixed Pallet,NAD,1,L227,29042025L2271388,0.0000,0.0000,L227,,,0.00,0.00,0.00
P47,Mixed Pallet,NAD,1,L225,29042025L2251389,0.0000,0.0000,L225,,,0.00,0.00,0.00
P48,Mixed Pallet,NAD,1,M107,29042025M1071390,0.0000,0.0000,M107,,,0.00,0.00,0.00
P50,Mixed Pallet,NAD,1,L304,29042025L3041391,0.0000,0.0000,L304,,,0.00,0.00,0.00
P51,Mixed Pallet,NAD,1,M106,29042025M1061392,0.0000,0.0000,M106,,,0.00,0.00,0.00
P52,Mixed Pallet,NAD,1,L222,29042025L2221393,0.0000,0.0000,L222,,,0.00,0.00,0.00
P53,Mixed Pallet,NAD,1,L127,29042025L1271394,0.0000,0.0000,L127,,,0.00,0.00,0.00
P54,Mixed Pallet,NAD,1,M204,29042025M2041395,0.0000,0.0000,M204,,,0.00,0.00,0.00
P55,Mixed Pallet,NAD,1,M101,29042025M1011396,0.0000,0.0000,M101,,,0.00,0.00,0.00
P56,Mixed Pallet,NAD,1,L116,29042025L1161397,0.0000,0.0000,L116,,,0.00,0.00,0.00
P57,Mixed Pallet,NAD,1,L236,29042025L2361398,0.0000,0.0000,L236,,,0.00,0.00,0.00
P58,Mixed Pallet,NAD,1,L113,29042025L1131399,0.0000,0.0000,L113,,,0.00,0.00,0.00
P59,Mixed Pallet,NAD,1,L234,29042025L2342075,0.0000,0.0000,L234,,,0.00,0.00,0.00
P60,Mixed Pallet,NAD,1,L130,29042025L1301401,0.0000,0.0000,L130,,,0.00,0.00,0.00
P61,Mixed Pallet,NAD,1,L231,29042025L2311402,0.0000,0.0000,L231,,,0.00,0.00,0.00
P62,Mixed Pallet,NAD,1,L110,29042025L1101403,0.0000,0.0000,L110,,,0.00,0.00,0.00
P64,Mixed Pallet,NAD,1,L221,29042025L2211404,0.0000,0.0000,L221,,,0.00,0.00,0.00
P677,Mixed Pallet,NAD,1,M318,29042025M3181744,0.0000,0.0000,M318,,,0.00,0.00,0.00
P678,Mixed Pallet,NAD,1,M319,29042025M3191746,0.0000,0.0000,M319,,,0.00,0.00,0.00
P679,Mixed Pallet,NAD,1,M322,29042025M3221745,0.0000,0.0000,M322,,,0.00,0.00,0.00
P698,Mixed Pallet,NAD,1,M139,29042025M1391770,0.0000,0.0000,M139,,,0.00,0.00,0.00
P699,Mixed Pallet,NAD,1,L109,29042025L1091771,0.0000,0.0000,L109,,,0.00,0.00,0.00
P700,Mixed Pallet,NAD,1,L112,29042025L1121772,0.0000,0.0000,L112,,,0.00,0.00,0.00
P701,Mixed Pallet,NAD,1,M210,29042025M2101773,0.0000,0.0000,M210,,,0.00,0.00,0.00
P702,Mixed Pallet,NAD,1,L124,29042025L1241774,0.0000,0.0000,L124,,,0.00,0.00,0.00
P703,Mixed Pallet,NAD,1,M113,29042025M1131775,0.0000,0.0000,M113,,,0.00,0.00,0.00
P757,Mixed Pallet,NAD,1,L122,29042025L1221812,0.0000,0.0000,L122,,,0.00,0.00,0.00
P769,Mixed Pallet,NAD,1,M328,29042025M3281815,0.0000,0.0000,M328,,,0.00,0.00,0.00
P770,Mixed Pallet,NAD,1,M119,29042025M1191816,0.0000,0.0000,M119,,,0.00,0.00,0.00
P839,Mixed Pallet,NAD,1,M116,29042025M1161818,0.0000,0.0000,M116,,,0.00,0.00,0.00
P926,Mixed Pallet,NAD,1,L336,29042025L3361833,0.0000,0.0000,L336,,,0.00,0.00,0.00
P927,Mixed Pallet,NAD,1,M333,29042025M3331834,0.0000,0.0000,M333,,,0.00,0.00,0.00
P928,Mixed Pallet,NAD,1,M339,29042025M3391835,0.0000,0.0000,M339,,,0.00,0.00,0.00
P929,Mixed Pallet,NAD,1,M336,29042025M3361836,0.0000,0.0000,M336,,,0.00,0.00,0.00
P94,Mixed Pallet,NAD,1,L309,29042025L3091405,0.0000,0.0000,L309,,,0.00,0.00,0.00
P95,Mixed Pallet,NAD,1,L233,29042025L2331406,0.0000,0.0000,L233,,,0.00,0.00,0.00
P96,Mixed Pallet,NAD,1,L307,29042025L3071407,0.0000,0.0000,L307,,,0.00,0.00,0.00
P965,Mixed Pallet,NAD,1,M234,29042025M2341824,0.0000,0.0000,M234,,,0.00,0.00,0.00
PH-08H-A,Elements Heater Wall Panel 400w,LRB,504,U117,29042025U1171798,0.0000,0.0000,U117,,,0.00,0.00,0.00
PH-08H-AC,Elements Heater Wall Panel Mounting Kit,LRB,373,O209,29042025O2091527,0.0000,0.0000,O209,,,0.00,0.00,0.00
PH-08H-E,Elements Heater Wall Panel 400w PD,LRB,1,O209,29042025O2091528,0.0000,0.0000,O209,,,0.00,0.00,0.00
PH-08H-F,Elements Heater Wall Panel 400w,LRB,504,U116,29042025U1161529,0.0000,0.0000,U116,,,0.00,0.00,0.00
PH-08H-H,Elements Heater Wall Panel 400w,LRB,391,U113,29042025U1131530,0.0000,0.0000,U113,,,0.00,0.00,0.00
PLA-066-023-PB2,PUR 2880 (2KG),Kamboo Marketing,5,R003,29042025R0032138,0.0000,0.0000,R003,,,0.00,0.00,0.00
PLA-070-422-S25,Planamelt R 1323-2 (25KG),Kamboo Marketing,2,R015,29042025R0152137,0.0000,0.0000,R015,,,0.00,0.00,0.00
PX103A,ORAC Corner For PX103,ABC Building Materials,40,I008,29042025I0082014,0.0000,0.0000,I008,,,0.00,0.00,0.00
QH-1200B,Element Quartz Heater Wall Mount 1500w D,LRB,22,O005,29042025O0051531,0.0000,0.0000,O005,,,0.00,0.00,0.00
QH-1200B-A,Element Quartz Heater Wall Mount 1500w,LRB,631,T210,29042025T2101532,0.0000,0.0000,T210,,,0.00,0.00,0.00
QH-1200B-F,Element Quartz Heater Wall Mount 1500w,LRB,1,O236,29042025O2361533,0.0000,0.0000,O236,,,0.00,0.00,0.00
RUBINAL-R1-AA,Factory Bricks,KMS,20,J024,29042025J0241736,0.0000,0.0000,J024,,,0.00,0.00,0.00
RUBINAL-R1-R,Factory Bricks,KMS,248,I019,29042025I0191734,0.0000,0.0000,I019,,,0.00,0.00,0.00
RUBINAL-R1-S,Factory Bricks,KMS,248,I020,29042025I0201735,0.0000,0.0000,I020,,,0.00,0.00,0.00
SAMPLES,Rechargeable Fan,LRB,11,Y428,29042025Y4281534,0.0000,0.0000,Y428,,,0.00,0.00,0.00
SCREW,Hygizone Screws,Hygizone,1,RM,29042025RM326,0.0000,0.0000,,,,0.00,0.00,0.00
SP44-6-1L,Elements Fan Ceiling Deco 110cm Satin BD,LRB,10,O215,29042025O2151535,0.0000,0.0000,O215,,,0.00,0.00,0.00
SP52-3-1L,Elements Fan Ceiling Deco 130cm Satin BD,LRB,11,O216,29042025O2161536,0.0000,0.0000,O216,,,0.00,0.00,0.00
SPARES-A,LRB Spares,LRB,2,Y428,29042025Y4281537,0.0000,0.0000,Y428,,,0.00,0.00,0.00
STEP-D,Step Hi Mag latest 09-05-24,Kiki Trading,50,N016,29042025N0161625,0.0000,0.0000,N016,,,0.00,0.00,0.00
SX118F,ORAC Flex Skirting,ABC Building Materials,50,I012,29042025I0121926,0.0000,0.0000,I012,,,0.00,0.00,0.00
SX179,ORAC Indirect Lighting,ABC Building Materials,120,I021,29042025I0211918,0.0000,0.0000,I021,,,0.00,0.00,0.00
SX179-A,ORAC Indirect Lighting,ABC Building Materials,280,I021,29042025I0211919,0.0000,0.0000,I021,,,0.00,0.00,0.00
SX179-B,ORAC Indirect Lighting,ABC Building Materials,80,I021,29042025I0211920,0.0000,0.0000,I021,,,0.00,0.00,0.00
SX179-C,ORAC Indirect Lighting,ABC Building Materials,120,I018,29042025I0181921,0.0000,0.0000,I018,,,0.00,0.00,0.00
SX179-D,ORAC Indirect Lighting,ABC Building Materials,140,I015,29042025I0151922,0.0000,0.0000,I015,,,0.00,0.00,0.00
SX179-E,ORAC Indirect Lighting,ABC Building Materials,480,I032,29042025I0321923,0.0000,0.0000,I032,,,0.00,0.00,0.00
SX179-F,ORAC Indirect Lighting,ABC Building Materials,360,I018,29042025I0181924,0.0000,0.0000,I018,,,0.00,0.00,0.00
SYH-1208B,Elements Heater Quartz 6Bar 2400w BD,LRB,2,O227,29042025O2271538,0.0000,0.0000,O227,,,0.00,0.00,0.00
SYH-1208B-A,Elements Heater Quartz 6Bar 2400w,LRB,6,O033,29042025O0331539,0.0000,0.0000,O033,,,0.00,0.00,0.00
SYH-1208B-AC,Elements Heater Quartz 6Bar 2400w,LRB,3,O033,29042025O0331540,0.0000,0.0000,O033,,,0.00,0.00,0.00
SYH-1208B-AD,Elements Heater Quartz 6Bar 2400w BD,LRB,3,O101,29042025O1011541,0.0000,0.0000,O101,,,0.00,0.00,0.00
SYH-1208B-B,Elements Heater Quartz 6 Bar 2400w,LRB,3,O101,29042025O1011542,0.0000,0.0000,O101,,,0.00,0.00,0.00
SYH-1208B-C,Elements Heater Quartz 6 Bar 2400w,LRB,108,T102,29042025T1021543,0.0000,0.0000,T102,,,0.00,0.00,0.00
SYH-1208B-D,Elements Heater Quartz 6 Bar 2400w,LRB,10,O105,29042025O1051544,0.0000,0.0000,O105,,,0.00,0.00,0.00
SYH-1208B-E,Elements Heater Quartz 6Bar 2400w,LRB,10,O109,29042025O1091545,0.0000,0.0000,O109,,,0.00,0.00,0.00
SYH-1208B-F,Elements Heater Quartz 6Bar 2400w,LRB,10,O111,29042025O1111546,0.0000,0.0000,O111,,,0.00,0.00,0.00
SYH-1208B-G,Elements Heater Quartz 6Bar 2400w,LRB,10,O112,29042025O1121547,0.0000,0.0000,O112,,,0.00,0.00,0.00
SYH-1208B-H,Elements Heater Quartz 6Bar 2400w BD,LRB,12,O211,29042025O2111548,0.0000,0.0000,O211,,,0.00,0.00,0.00
SYH-1208B-I,Elements Heater Quartz 6Bar 2400w,LRB,10,O116,29042025O1161549,0.0000,0.0000,O116,,,0.00,0.00,0.00
SYH-1208B-J,Elements Heater Quartz 6Bar 2400w,LRB,10,O119,29042025O1191550,0.0000,0.0000,O119,,,0.00,0.00,0.00
SYH-1208B-L,Elements Heater Quartz 6Bar 2400w,LRB,1,U103,29042025U1031551,0.0000,0.0000,U103,,,0.00,0.00,0.00
SYH-1208B-M,Elements Heater Quartz 6Bar 2400w,LRB,10,O104,29042025O1041552,0.0000,0.0000,O104,,,0.00,0.00,0.00
SYH-1208B-N,Elements Heater Quartz 6Bar 2400w BD,LRB,1,O213,29042025O2131553,0.0000,0.0000,O213,,,0.00,0.00,0.00
SYH-1208B-O,Elements Heater Quartz 6Bar 2400w PH,LRB,8,O210,29042025O2101554,0.0000,0.0000,O210,,,0.00,0.00,0.00
SYH-1208B-P,Elements Heater Quartz 6Bar 2400w,LRB,108,T104,29042025T1041555,0.0000,0.0000,T104,,,0.00,0.00,0.00
SYH-1208B-Q,Elements Heater Quartz 6Bar 2400w,LRB,108,T103,29042025T1031556,0.0000,0.0000,T103,,,0.00,0.00,0.00
SYH-1208B-R,Elements Heater Quartz 6Bar 2400w,LRB,108,T108,29042025T1081557,0.0000,0.0000,T108,,,0.00,0.00,0.00
SYH-1208B-S,Elements Heater Quartz 6 Bar 2400w,LRB,108,T109,29042025T1092159,0.0000,0.0000,T109,,,0.00,0.00,0.00
SYH-1208B-T,Elements Heater Quartz 6 Bar 2400w,LRB,108,T112,29042025T1122160,0.0000,0.0000,T112,,,0.00,0.00,0.00
SYH-1208B-U,Elements Heater Quartz 6 Bar 2400w,LRB,108,T113,29042025T1132161,0.0000,0.0000,T113,,,0.00,0.00,0.00
SYH-1208B-V,Elements Heater Quartz 6 Bar 2400w,LRB,108,T114,29042025T1142162,0.0000,0.0000,T114,,,0.00,0.00,0.00
SYH-1208B-W,Elements Heater Quartz 6 Bar 2400w,LRB,57,U102,29042025U1022163,0.0000,0.0000,U102,,,0.00,0.00,0.00
SYH-1208B-X,Elements Heater Quartz 6 Bar 2400w,LRB,108,T106,29042025T1062164,0.0000,0.0000,T106,,,0.00,0.00,0.00
SYH-1208B-Y,Elements Heater Quartz 6 Bar 2400w,LRB,3,N316,29042025N3162165,0.0000,0.0000,N316,,,0.00,0.00,0.00
TANKEXT600X180,Tank External 600x180 -37LT,Isinkwe Energies,5,Y326,29042025Y3262198,0.0000,0.0000,Y326,,,0.00,0.00,0.00
TANKEXT600X200,Tank Ext 600 X 200,Isinkwe Energies,4,Y116,29042025Y1161739,0.0000,0.0000,Y116,,,0.00,0.00,0.00
TANKEXT630X180-A,Tank Ext 630 x 180,Isinkwe Energies,3,Y236,29042025Y2361749,0.0000,0.0000,Y236,,,0.00,0.00,0.00
TANKEXT630X225-A,Tank ext 630 x 225 -52LT,Isinkwe Energies,3,Y114,29042025Y1141753,0.0000,0.0000,Y114,,,0.00,0.00,0.00
TANKEXT720X180,Tank Ext 720 X 180 - 52LT,Isinkwe Energies,5,Y111,29042025Y1111740,0.0000,0.0000,Y111,,,0.00,0.00,0.00
TANKEXT720X200,Tank Ext 720 x 200,Isinkwe Energies,3,Y239,29042025Y2391751,0.0000,0.0000,Y239,,,0.00,0.00,0.00
TANKEXT720X250-A,Tank Ext 720x250 - 78LT,Isinkwe Energies,8,W008,29042025W0082199,0.0000,0.0000,W008,,,0.00,0.00,0.00
TANKINT600X200-A,Tank Int 600x200,Isinkwe Energies,1,Y235,29042025Y2352001,0.0000,0.0000,Y235,,,0.00,0.00,0.00
TANKINT600X200-B,Tank Int 600x200,Isinkwe Energies,4,Y221,29042025Y2212200,0.0000,0.0000,Y221,,,0.00,0.00,0.00
TANKINT600X225,Tank Int 600x225 - 48LT,Isinkwe Energies,10,W006,29042025W0061838,0.0000,0.0000,W006,,,0.00,0.00,0.00
TANKINT600X225-48L,Tank Int 600x225-48L,Isinkwe Energies,6,X117,29042025X1172002,0.0000,0.0000,X117,,,0.00,0.00,0.00
TANKINT600X225-A,Tank Int 600x225 - 48LT,Isinkwe Energies,3,Y113,29042025Y1131973,0.0000,0.0000,Y113,,,0.00,0.00,0.00
TANKINT600X225-B,Tank Int 600x225 - 48LT,Isinkwe Energies,10,W020,29042025W0202201,0.0000,0.0000,W020,,,0.00,0.00,0.00
TANKINT600X225-D,Tank Int 600x225 - 48LT,Isinkwe Energies,10,W018,29042025W0182476,0.0000,0.0000,W018,,,0.00,0.00,0.00
TANKINT630X200,Tank int 630 x 200 - 44LT,Isinkwe Energies,7,X104,29042025X1041752,0.0000,0.0000,X104,,,0.00,0.00,0.00
TANKINT630X200-A,Tank int 630 x 200,Isinkwe Energies,2,Y237,29042025Y2371974,0.0000,0.0000,Y237,,,0.00,0.00,0.00
TANKINT630X200-B,Tank Ink 630 X 200 - 44LT,Isinkwe Energies,11,W004,29042025W0041743,0.0000,0.0000,W004,,,0.00,0.00,0.00
TANKINT630X200-C,Tank Int 630x200 44lL,Isinkwe Energies,7,X247,29042025X2472003,0.0000,0.0000,X247,,,0.00,0.00,0.00
TANKINT630X225,Toriodal LPG Tank 52ltr 630x225 Int,Isinkwe Energies,8,W311,29042025W3111741,0.0000,0.0000,W311,,,0.00,0.00,0.00
TANKINT630X225-B,Toriodal LPG Tank 52ltr 630x225 Int,Isinkwe Energies,4,Y118,29042025Y1181750,0.0000,0.0000,Y118,,,0.00,0.00,0.00
TANKINT650X200,Tank Int 650 x 200 - 50LT,Isinkwe Energies,7,W320,29042025W3201742,0.0000,0.0000,W320,,,0.00,0.00,0.00
TANKINT650X200-50L,Tank Int 650x200 -50L,Isinkwe Energies,6,W322,29042025W3222004,0.0000,0.0000,W322,,,0.00,0.00,0.00
TANKINT650X200-A,Tank Int 650 x 200 - 50LT,Isinkwe Energies,12,W013,29042025W0131754,0.0000,0.0000,W013,,,0.00,0.00,0.00
TANKINT650X200-B,Tank Int 650 x 200,Isinkwe Energies,11,W013,29042025W0131839,0.0000,0.0000,W013,,,0.00,0.00,0.00
TANKINT650X200-C,Tank Int 650 x 200 - 50LT,Isinkwe Energies,10,X113,29042025X1132207,0.0000,0.0000,X113,,,0.00,0.00,0.00
TANKINT650X200-D,Tank Int 650 x 200 - 50LT,Isinkwe Energies,6,W323,29042025W3232265,0.0000,0.0000,W323,,,0.00,0.00,0.00
TANKINT650X200-E,Tank Int 650 x 200 - 50LT,Isinkwe Energies,10,W310,29042025W3102266,0.0000,0.0000,W310,,,0.00,0.00,0.00
